duration,start_date,start_year,start_month,start_hour,weekday,start_city,end_city,subscription_type
10.333333333333334,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Customer
10.35,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Customer
10.383333333333333,2013-08-29,2013,8,20,4,San Jose,San Jose,Subscriber
10.4,2013-08-29,2013,8,13,4,San Francisco,San Francisco,Subscriber
10.4,2013-08-29,2013,8,15,4,San Francisco,San Francisco,Subscriber
10.433333333333334,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
10.45,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
10.483333333333333,2013-08-29,2013,8,11,4,San Francisco,San Francisco,Subscriber
10.55,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
10.616666666666667,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Subscriber
10.616666666666667,2013-08-29,2013,8,16,4,San Francisco,San Francisco,Subscriber
10.633333333333333,2013-08-29,2013,8,13,4,San Francisco,San Francisco,Subscriber
10.633333333333333,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
10.666666666666666,2013-08-29,2013,8,15,4,San Francisco,San Francisco,Subscriber
10.683333333333334,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
10.7,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Customer
10.7,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Customer
10.716666666666667,2013-08-29,2013,8,22,4,San Jose,San Jose,Customer
10.733333333333333,2013-08-29,2013,8,18,4,San Francisco,San Francisco,Subscriber
10.75,2013-08-29,2013,8,20,4,San Francisco,San Francisco,Subscriber
10.766666666666667,2013-08-29,2013,8,13,4,San Francisco,San Francisco,Subscriber
10.833333333333334,2013-08-29,2013,8,13,4,San Francisco,San Francisco,Subscriber
10.833333333333334,2013-08-29,2013,8,13,4,San Francisco,San Francisco,Subscriber
10.9,2013-08-29,2013,8,16,4,San Francisco,San Francisco,Subscriber
10.95,2013-08-29,2013,8,11,4,San Francisco,San Francisco,Subscriber
10.983333333333333,2013-08-29,2013,8,12,4,San Francisco,San Francisco,Customer
11.016666666666667,2013-08-29,2013,8,23,4,San Francisco,San Francisco,Customer
11.033333333333333,2013-08-29,2013,8,19,4,San Jose,San Jose,Subscriber
11.05,2013-08-29,2013,8,17,4,San Francisco,San Francisco,Subscriber
